32,14-FEB-2002,Boeing 727-46F,N190AJ,Northern Air Cargo,0,Kotzebue Air...,,,A2
33,15-FEB-2002,Antonov An-12BP,ER-ADL,Tiramavia,1,near Monrovia-Rob...,,,A1
34,17-FEB-2002,Canadair CL-44D4,9Q-CTS,Skymaster,0,near Mbuji-Mayi,,,A1
35,17-FEB-2002,Boeing 737-236,LV-ZRE,Aerolineas Argentinas,0,"San Juan, SJ",,,A2
36,20-FEB-2002,DHC-8-301,HK-3951X,AIRES Colombia,0,Hobo,,,H2
37,20-FEB-2002,Tupolev Tu-154M,EP-LBX,Kish Air,0,Mashhad Airp...,,,A1
38,21-FEB-2002,Antonov An-26,07 red,Russian Navy,17,near Lakhta Air Base,,,A1
39,24-FEB-2002,Ilyushin Il-76MD,15-2281,Iranian Revolutionary Guard,0,near Mashhad,,,A1
40,27-FEB-2002,Antonov An-26,ST-MGL,El Magal Aviation,0,Heglig,,,A1
41,28-FEB-2002,DC-8-62 (F),N1808E,Arrow Air,0,Singapore-Ch...,,,A1
42,01-MAR-2002,Boeing 747-436,G-BNLD,British Airways,0,near Parkes VOR,,,A2
43,02-MAR-2002,Boeing 757-222,N589UA,United Airlines,0,Seattle/Taco...,,,A2
44,04-MAR-2002,Tupolev Tu-134,,Russian AF,0,Mozdok,,,A1
45,04-MAR-2002,Swearingen SA227-AC Metro III,C-FITW,Provincial Airlines,0,Goose Bay Ai...,,,A1
46,06-MAR-2002,Dornier 328-110,G-BWIR,Scot Airways,0,Edinburgh-Tu...,,,A2
47,06-MAR-2002,Fokker 100,N1425A,American Airlines,0,Dallas/Fort ...,,,A2
48,08-MAR-2002,Airbus A300B2-101,VT-EFW,Indian Airlines,0,Delhi-Indira...,,,A1
49,09-MAR-2002,Antonov An-2TP,LY-AVD,Svedijos Prekés,3,near Rocca di Mezzo,,,A1
50,09-MAR-2002,Canadair CRJ-200ER,N622BR,"United Express, opb Atlantic Coast Airlines",0,Washington-D...,,,A2
51,14-MAR-2002,Antonov An-2R,CU-T1020,Aerotaxi,16,near Placetas,,,A1
52,15-MAR-2002,Cessna 208B Super Cargomaster,N228PA,Priority Air Charter,1,"near Alma, WI",,,A1
53,15-MAR-2002,BN-2A-7 Islander,C-GMOW,Bolton Lake Air Services,0,"Elk Island, MB",,,A1
54,17-MAR-2002,Let L-410UVP-E,J2-KBC,Djibouti Airlines,4,near Djibouti-Amb...,,,A1
55,18-MAR-2002,Boeing 727-30C,PP-VLV,Varig,0,Belo Horizon...,,,A1
56,25-MAR-2002,Mitusbishi Mu-300 Diamond,N617BG,Corporate Flight Management,0,Anderson Mun...,,,A1
57,27-MAR-2002,BAC One-Eleven 401AK,5N-MBM,Albarka Air,0,Abuja Intern...,,,O1
58,27-MAR-2002,BAC One-Eleven 523FJ,5N-BDU,Savanah Airlines,0,Abuja Intern...,,,O1
59,28-MAR-2002,Boeing S.307 Stratoliner,N19903,National Air & Space Museum,0,"Elliott Bay, WA",,,A2
60,30-MAR-2002,Beech B200C Super King Air,C-GIND,Voyageur Airways,0,Thunder Bay ...,,,A2
61,02-APR-2002,Antonov An-32,ER-AEQ,Renan,0,Cafunfo Airp...,,,A1
62,03-APR-2002,Antonov An-2R,LZ-1113,Bulair,0,Tervel,,,A1
63,05-APR-2002,Basler Turbo 67 (DC-3T),N115Z,U.S. Forest Service,0,Casper/Natro...,,,A2
64,11-APR-2002,Hawker Siddeley HS-748,G-ATMJ,Emerald Airways,0,Isle of Man-...,,,O2
65,11-APR-2002,CASA/Nurtanio NC-212 Aviocar,PK-ZAI,Sabang Merauke Raya Air Charter,0+ 1,Sabang-Maimu...,,,A2
66,12-APR-2002,Swearingen SA227-AC Metro III,EC-GKR,Tadair,2,Palma de Mal...,,,A1
67,13-APR-2002,GAF Nomad N.24A,OY-JRW,Nomad Fleet,0,Weston-on-th...,,,A1
68,15-APR-2002,Boeing 767-2J6ER,B-2552,Air China,129,near Pusan-Kimhae...,,,A1
69,16-APR-2002,BAe BAe-748-400 Srs. 2B,ZS-OLE,Airquarius,0,Sun City-Pil...,,,A1
70,17-APR-2002,Let L-410UVP-E9,5Y-UAS,United Airlines,0,Mara Ngerend...,,,A1
71,17-APR-2002,DC-9-82 (MD-82),,China Northern,0,Shenyang Air...,,,H2
72,18-APR-2002,CASA/Nurtanio NC-212 Aviocar,PK-NCU,Merpati Nusantara,0,Wetar Island,,,A2
73,18-APR-2002,Antonov An-2R,LZ-1147,Bulair,0,Kostandenetz,,,A1
74,19-APR-2002,Antonov An-32A,HK-4171X,SELVA Colombia,3,Popayán-Guil...,,,A1
75,21-APR-2002,Antonov An-72-100,ES-NOP,"Enimex, op.for Trigana Air Service",0,Wamena Airpo...,,,A1
76,26-APR-2002,Boeing 707-366C,9Q-CKB,Hewa Bora Airways,0,Kinshasa-N'D...,,,A1
77,27-APR-2002,DC-10-40F,N141WE,Centurion Air Cargo,0,San Salvador...,,,A2
78,30-APR-2002,Antonov An-12,ST-AQP,Aerovista Airlines,0,Heglig,,,A1
79,02-MAY-2002,Cessna 560 Citation Ultra,N397QS,NetJets,0,"Leakey, TX",,,A1
80,04-MAY-2002,BAC One-Eleven 525FT,5N-ESF,EAS Airlines,71+ 78,Kano,,,A1
81,07-MAY-2002,Boeing 737-566,SU-GBI,EgyptAir,14,near Tunis-Cartha...,,,A1
82,07-MAY-2002,DC-9-82 (MD-82),B-2138,China Northern,112,near Dalian,,,C1
83,08-MAY-2002,T-39N Sabreliner,165522,US Navy,3,"near Pensacola, F...",,,A1
84,08-MAY-2002,Rockwell T-39N Sabreliner,165525,US Navy,4,"near Pensacola, F...",,,A1
85,08-MAY-2002,Beech Beechjet 400,N400GJ,Georgia Jet,0,Cleveland-Bu...,,,A2
86,10-MAY-2002,Boeing 737,,Xiamen Airlines,0,Xiamen Airpo...,,,H2
87,13-MAY-2002,Boeing 767-3Y0ER,C-GHML,Air Canada,0,Toronto-Pear...,,,A2
88,14-MAY-2002,Beech 1900D,N151GL,Great Lakes Airlines,0,Grand Island...,,,O1
89,14-MAY-2002,Beech 1900D,N262GL,Great Lakes Airlines,0,Grand Island...,,,O1
90,18-MAY-2002,Beech A100 King Air,C-GISH,Voyageur Airways,0,North Bay Ai...,,,A2
91,20-MAY-2002,Cessna 550 Citation II,N13VP,Avalon Correctional Services,0,Oklahoma Cit...,,,A1
92,21-MAY-2002,Let L-410UVP,9Q-CGX,Sky Executive,5,near Calabar Airp...,,,A1
93,21-MAY-2002,Douglas DC-3A-197D,XB-JBR,Aero JBR,0,Lake Casa Bl...,,,A1
94,25-MAY-2002,Boeing 747-209B,B-18255,China Airlines,225,near Penghu islan...,,,A1
95,25-MAY-2002,DHC-6 Twin Otter 300,PK-YPZ,Trigana Air Service,6,near Nabire,,,A1
96,01-JUN-2002,BAe BAe-748-372 Srs. 2B,ZS-OJU,Airquarius,3,near George,,,A1
97,04-JUN-2002,DC-9-82 (MD-82),N823NK,Spirit Airlines,0,"near Wichita, KS",,,A2
98,04-JUN-2002,Antonov An-2P,RA-07748,"Sibaviatrans, op.for Sibaviatrans",0,Lovozero Air...,,,A1
99,09-JUN-2002,Fokker 50,,Ethiopian Airlines,2,Addis Ababa-...,,,H2
0,04-JAN-2001,Shaanxi Yunshuji Y-8,31242,China Air Force,8+ 6,near Zheng Zou Ai...,,,A1
1,04-JAN-2001,Shaanxi Yunshuji Y-8,31243,China Air Force,8,near Zheng Zou Ai...,,,A1
2,04-JAN-2001,Learjet 35,N435JL,Air Response North,0,Schenectady-...,,,A1
3,05-JAN-2001,Boeing 727-46F,S9-BAI,Air Gemini Cargo,0+ 1,Dundo Airpor...,,,A1
4,06-JAN-2001,BN-2A-2 Islander,8R-GFN,Guyana AF,3,near Mahdia,,,A1
5,08-JAN-2001,CASA/Nurtanio NC-212 Aviocar,U-614,Indonesian Navy,9,near Silimo,,,A1
6,08-JAN-2001,Boeing 727-23F,D2-FOO,Air Gemini Cargo,0,Luanda Airpo...,,,A1
7,09-JAN-2001,Boeing 727-287,CP-2323,LAB,0,Buenos Aires...,,,A1
8,11-JAN-2001,DHC-6 Twin Otter 300,N824ED,Earth Data Aviation,0,near Fort Worth-M...,,,A2
9,11-JAN-2001,BN-2A-21 Islander,PT-KNE,LASA,3,"near Parnamirim, BA",,,A1
10,14-JAN-2001,Learjet 60,N1DC,Ark-Air Flight,0,Troy Municip...,,,A1
11,19-JAN-2001,IPTN/CASA CN-235M-100,097,Turkish AF,3,Kayseri,,,A1
12,22-JAN-2001,Boeing 727-2N8,,Yemenia Airways,0,Djibouti,,,H2
13,23-JAN-2001,Douglas C-47A (DC-3),N19454,Majestic Air Cargo,2,"Eider Point, AK",,,A1
14,23-JAN-2001,Let L-410UVP,9L-LCG,Eagle Aviation ?,0,near Maiduguri,,,A1
15,25-JAN-2001,Douglas C-47A (DC-3),YV-224C,Rutaca,24,Ciudad Bolívar,,,A1
16,26-JAN-2001,Cessna 500 Citation I,N234UM,Marlin Air,0,Sault Ste Ma...,,,A1
17,27-JAN-2001,Airbus A340-312,,Gulf Air,0,Abu Dhabi,,,H2
18,27-JAN-2001,Antonov An-70,UR-NTK,Antonov Design Bureau,0,near Omsk,,,A2
19,27-JAN-2001,Beech 200 Super King Air,N81PF,Jet Express Services,10,"near Strasburg, CO",,,A1
20,30-JAN-2001,Dornier 328-120,FAC-1165,SATENA,0,Bogotá,,,H2
21,31-JAN-2001,SE-210 Caravelle 10R,HK-3932X,L.A. Suramericanas,3,near El Yopal Air...,,,A1
22,31-JAN-2001,Douglas DC-6B,N4390F,Everts Air Fuel,0,Donlin Creek...,,,A1
23,??-JAN-2001,Shorts SC.7 Skyvan 3M-400,VH-WGG,Pull Out Skydiving,0,Ravenna,,,O1
24,??-JAN-2001,Shorts SC.7 Skyvan 3M-400,VH-WGL,Pull Out Skydiving,0,Ravenna,,,O1
25,01-FEB-2001,Antonov An-26,T-224,Angolan AF,0,Luena Airpor...,,,A1
26,04-FEB-2001,Shorts 360-100,EI-BPD,Aer Arann,0,Sheffield Ci...,,,A1
27,07-FEB-2001,Airbus A320-214,EC-HKJ,Iberia,0,Bilbao Airpo...,,,A1
28,08-FEB-2001,Swearingen SA227-AT Merlin IVC,N318DH,Northern Illinois Flight Center,2,Beaver Islan...,,,A1
29,08-FEB-2001,Learjet 35A,I-MOCO,E.A.S. Aeroservizi,3,near Nürnberg Air...,,,A1
30,10-FEB-2001,GAF Nomad N.24A,PZ-TBP,Gum Air,10,near Jacobkondre,,,A1
31,11-FEB-2001,CASA C-212-M Aviocar 200,A-9119,Indonesian Army,0,Jakarta-Pond...,,,A1
32,19-FEB-2001,Antonov An-26,T-225,Angolan AF,0,Luena Airpor...,,,A2
33,19-FEB-2001,DHC-6 Twin Otter 100,8Q-TMA,Trans Maldivian Airways,0,Sun Island R...,,,A2
34,23-FEB-2001,Cessna 525 CitationJet,D-IWHL,private,0,Berlin-Tempe...,,,A2
35,27-FEB-2001,Shorts 360-100,G-BNMT,Loganair,2,near Granton Harbour,,,A1
36,03-MAR-2001,Shorts C-23B+ Sherpa (360),93-1336,Florida ANG,21,"near Unadilla, GA",,,A1
37,03-MAR-2001,Boeing 737-4D7,HS-TDC,Thai Airways International,1,Bangkok Inte...,,,A1
38,07-MAR-2001,Boeing 707-331C,PT-MST,Skymaster Airlines,0,São Paulo-Gu...,,,A1
39,08-MAR-2001,Cessna 525 CitationJet,N909M,Wilmington Trust,0,Hamburg-Fuhl...,,,A2
40,11-MAR-2001,Boeing 727-223F,N701NE,Express One,0,Pohnpei Airp...,,,A1
41,15-MAR-2001,Douglas C-47A (DC-3),N842MB,Jim Hankins Air Service,0,Donalsonvill...,,,A1
42,15-MAR-2001,Tupolev Tu-154M,RA-85619,Vnukovo Airlines,3,Madinah-Moha...,,,H2
43,17-MAR-2001,Beech 1900C-1,S9-CAE,SAL Express,16,Quilemba,,,A1
44,17-MAR-2001,Airbus A320-212,N357NW,Northwest Airlines,0,Detroit-Metr...,,,A2
45,19-MAR-2001,Embraer EMB-120RT Brasilia,N266CA,"Delta Connection, opb Comair",0,near West Palm Be...,,,A2
46,19-MAR-2001,Beech 300 Super King Air,D-CINA,Private Wings,0,near Berlin,,,A2
47,23-MAR-2001,Boeing 707-3B4C,SU-BMV,Luxor Air Egypt,0,Monrovia-Rob...,,,A1
48,24-MAR-2001,DHC-6 Twin Otter 300,F-OGES,Air Caraïbes,19+ 1,Saint-Barthé...,,,A1
49,26-MAR-2001,Fokker F-27 Friendship 500F,PK-MFL,Merpati Nusantara,3,near Surabaya-Jua...,,,A1
50,26-MAR-2001,Beech RC-12K Huron,85-0154,US Army,2,near Nürnberg Air...,,,A1
51,29-MAR-2001,Gulfstream American G-1159 Gulfstre,N303GA,Avjet Corp,18,near Aspen Airpor...,,,A1
52,30-MAR-2001,ATR 42-310,N37AE,American Eagle Airlines,0,Freeport-Gra...,,,O1
53,31-MAR-2001,DHC-3 Otter,N120BA,Bishop Aviation,0,Decatur-Bish...,,,A1
54,02-APR-2001,Cessna 501 Citation I/SP,N405PC,Jet Wings,1,"Ashwaubenon, WI",,,A1
55,04-APR-2001,Douglas DC-3A-S1C3G,N19BA,Roblex Aviation,0,near San Juan-Lui...,,,A1
56,04-APR-2001,Antonov An-26,,Sudan AF,14,Adar Yel,,,A1
57,04-APR-2001,Boeing 737-2E1F,C-GDCC,Royal Airlines,0,St. John's A...,,,A1
58,04-APR-2001,Antonov An-32,D2-FDP,Associação dos Pilotos de Angola,0,near Malange Airp...,,,A1
59,05-APR-2001,Beech 200 Super King Air,YV-O-SATA-6,SATA,0,Las Majaguas,,,A1
60,07-APR-2001,Beech 100 King Air,C-FWPN,Alberta Central Airways,0,Grande Prair...,,,A1
61,10-APR-2001,Antonov An-12BK,3C-AWU,Air West,0,near Nouadhibou A...,,,A1
62,12-APR-2001,Embraer EMB-135LR (ERJ-135LR),N735TS,American Eagle,0,Cleveland-Ho...,,,A2
63,15-APR-2001,Cessna 208B Grand Caravan,ZS-OCZ,Union Charter Trust,0,near Tembo,,,A1
64,18-APR-2001,Ilyushin Il-76MD,UR-78821,Dart,0,Oostende Air...,,,A1
65,23-APR-2001,Antonov An-2T,RA-01122,Yakustk Air Enterprise,0,near Kobyay Airstrip,,,A1
66,25-APR-2001,Antonov An-2R,RA-17832,Adygeya-Avia,0,Stanitsa Nek...,,,A1
67,26-APR-2001,Cessna 208B Super Cargomaster,N974FE,"FedEx, opb Wiggins Airways",0,near Plattsburgh ...,,,A1
68,26-APR-2001,Antonov An-12,,Ethiopian AF,0,Khartoum,,,H2
69,27-APR-2001,Antonov An-2SX,RA-40997,Virazh,0,near Gorkovskiy,,,A1
70,28-APR-2001,Cessna 208B Grand Caravan,LV-WSC,Les Grands Jorasses,10,"near Roque Pérez, BA",,,A1
71,29-APR-2001,Cessna 208 Caravan I,VH-MMV,private,1,"near Nagambie, VIC",,,A1
72,30-APR-2001,Cessna 560 Citation V,OE-GSW,Tyrolean Jet Services,0,Florence-Per...,,,A2
73,01-MAY-2001,DC-9-31,N9333,Northwest Airlines,0,Minneapolis-...,,,A2
74,03-MAY-2001,Beech 1900D,VH-IMH,QantasLink/Impulse,0,Cooma Airpor...,,,A2
75,05-MAY-2001,Cessna 208B Super Cargomaster,N948FE,"FedEx, op.for Corporate Air",1,near Steamboat Sp...,,,A1
76,10-MAY-2001,DC-9-83 (MD-83),EC-FXI,Spanair,0,Liverpool In...,,,A2
77,10-MAY-2001,Boeing 727-44F,D2-FCK,Angola Air Charter,0,Nzagi Airpor...,,,A1
78,13-MAY-2001,Boeing 727-222,N7274U,United Airlines,0,Omaha-Eppley...,,,O1
79,16-MAY-2001,IPTN/CASA CN-235M-100,086,Turkish AF,34,near Malatya,,,A1
80,17-MAY-2001,Yakovlev Yak-40,EP-TQP,Faraz Qeshm,30,near Sari,,,A1
81,17-MAY-2001,Fokker F-27 Friendship 400M,TC-76,Argentine AF,5,Mendoza-El P...,,,A1
82,18-MAY-2001,IPTN/CASA CN-235MP-100M,TCSG-552,Turkish Navy,4,near Ankara-Etime...,,,A1
83,22-MAY-2001,Antonov An-12B,RA-12135,Russian AF,7,"near Myakotino, Z...",,,A1
84,22-MAY-2001,Boeing 737-210C,C-GNWI,First Air,0,Yellowknife ...,,,A1
85,23-MAY-2001,Fokker 100,N1419D,American Airlines,0,Dallas/Fort ...,,,A1
86,??-MAY-2001,Hawker Siddeley HS-125-600B,5N-RNO,Chrome Air,0,near Lagos-Murtal...,,,A1
87,02-JUN-2001,Antonov An-2,,Volgograd Air Club,3,"Metallurg, V...",,,A1
88,05-JUN-2001,Fokker F-27 Friendship 500,G-CEXF,Channel Express,0,near Jersey-State...,,,A2
89,07-JUN-2001,Beech B300C Super King Air 350,F-GOAE,Aerope 3S Aviation,0,near Santiago de ...,,,A1
90,07-JUN-2001,Learjet 24A,N805NA,NASA,0,Victorville ...,,,A1
91,08-JUN-2001,Boeing 727-90C,S9-BOG,Transafrik,0,near Luena,,,C2
92,12-JUN-2001,Learjet 25D,N333CG,Avcon Industries,0,Salina Airpo...,,,A1
93,14-JUN-2001,DHC-8-103,LN-WIS,Widerøes Flyveselskap,0,Båtsfjord Ai...,,,A1
94,15-JUN-2001,Transall C-160NG,PK-VTP,Manunggal Air,1,Jayapura-Sen...,,,A1
95,18-JUN-2001,ATR 42-320,4X-ATK,Israir,0,Tel Aviv-Ben...,,,A1
96,25-JUN-2001,Embraer EMB-110P1 Bandeirante,VH-OZG,Airtex Aviation,0,Cootamundra ...,,,A1
97,26-JUN-2001,BAe 3112 Jetstream 31,C-GPDC,La Ronge Aviation Services,0,La Ronge Air...,,,A2
98,02-JUL-2001,Lockheed L-100-30 Hercules,N401LC,Lynden Air Cargo,0,Lake Minchum...,,,A2
99,04-JUL-2001,Tupolev Tu-154M,RA-85845,Vladivostokavia,145,near Burdakovka,,,A1
0,03-JAN-2000,Beech 200 Super King Air,A2-AEZ,Kalahari Air Services & Charter,,unknown loca...,,,U1
1,05-JAN-2000,Embraer EMB-110P1A Bandeirante,5N-AXL,Skypower Express,1+ 1,Abuja Intern...,,,A1
2,07-JAN-2000,Antonov An-26,D2-FBR,Unknown,,,,,A1
3,09-JAN-2000,Boeing 747-230F,HL7441,Korean Air,0,near Penang Inter...,,,A2
4,10-JAN-2000,Saab 340B,HB-AKK,Crossair,10,near Nassenwil,,,A1
5,13-JAN-2000,Shorts 360-300,HB-AAM,"Avisto, op.for Sirte Oil Company",22,near Marsa el-Brega,,,A1
6,14-JAN-2000,Lockheed C-130B Hercules,TAM60,Bolivian AF,5,Chimore Airport,,,A1
7,14-JAN-2000,Hawker Siddeley HS-748,HC-BEY,TAME Ecuador,0,Guayaquil-Si...,,,A2
8,15-JAN-2000,Let L-410UVP-E,YS-09-C,TACSA,5,San José,,,A1
9,20-JAN-2000,Airbus A320-231,G-VCED,Airtours Int.,0,London-Gatwi...,,,A2
10,27-JAN-2000,Mitusbishi Mu-300 Diamond IA,N900WJ,Matrix Aviation,0,Dallas-Love ...,,,A1
11,30-JAN-2000,Airbus A310-304,5Y-BEN,Kenya Airways,169,near Abidjan-Feli...,,,A1
12,31-JAN-2000,DC-9-83 (MD-83),N963AS,Alaska Airlines,88,near Anacapa Isla...,,,A1
13,31-JAN-2000,Embraer EMB-110P1 Bandeirante,PP-EAM,Amazonas State Gov.,0,"Envira, AM",,,A1
14,02-FEB-2000,Airbus A300B2-203,EP-IBR,Iran Air,0+ 8,Tehran-Mehra...,,,O1
15,02-FEB-2000,Lockheed C-130 Hercules,,Iran AF,8,Tehran-Mehra...,,,A1
16,03-FEB-2000,Boeing 707-351C,ST-APY,TAAT,0,near Mwanza Airpo...,,,A1
17,03-FEB-2000,Cessna 208 Caravan I,8Q-HIF,Hummingbird Island Airways,0,Filitheyo Se...,,,A2
18,06-FEB-2000,Boeing 727-228,YA-FAY,Ariana Afghan Airlines,0,London-Stans...,,,H2
19,08-FEB-2000,Embraer EMB-110P2 Bandeirante,C9-AUH,Sabin Air,0+ 1,near Maputo Inter...,,,A1
20,12-FEB-2000,Boeing 727-82,S9-NAZ,Transafrik,0,Luanda-4 de ...,,,A1
21,12-FEB-2000,Airbus A300B4-203,TU-TAT,Air Afrique,0,Dakar-Yoff A...,,,A1
22,16-FEB-2000,DC-8-71F,N8079U,Emery Worldwide,3,near Sacramento-M...,,,A1
23,16-FEB-2000,NAMC YS-11A-213,JA8727,ANK- Air Nippon,0,Sapporo-Okad...,,,A1
24,19-FEB-2000,DC-8-63F,N811CK,Kitty Hawk International,0,Seattle/Taco...,,,A2
25,19-FEB-2000,Beech 1900C-1,HK-4200,Aerotaca,1,an airstrip ...,,,H2
26,21-FEB-2000,Fokker 100,N1403M,American Airlines,0,Chicago-O'Ha...,,,A2
27,22-FEB-2000,Boeing 767-366ER,SU-GAO,EgyptAir,0,Harare Airpo...,,,A2
28,23-FEB-2000,Antonov An-32,K2690,Indian AF,,Vijaynagar,,,A1
29,27-FEB-2000,Boeing 737-4Y0,PT-TEO,Transbrasil,0,Porto Alegre...,,,A2
30,29-FEB-2000,Boeing 737,,China Southwest,0,Fuzhou Chang...,,,H2
31,??-FEB-2000,CASA C-212 Aviocar 200,N461CA,Sandair,0,,,,U1
32,01-MAR-2000,DC-10-30F,N302FE,FedEx,0,Newark Inter...,,,A2
33,05-MAR-2000,Boeing 737-3T5,N668SW,Southwest Airlines,0,Burbank/Glen...,,,A1
34,09-MAR-2000,Yakovlev Yak-40D,RA-88170,Vologoda Air,9,Moskva-Shere...,,,A1
35,15-MAR-2000,Airbus A330-322,9M-MKB,Malaysia Airlines,0,Kuala Lumpur...,,,A1
36,16-MAR-2000,DC-9-83 (MD-83),,Alaska Airlines,0,San Francisc...,,,H2
37,17-MAR-2000,DHC-6 Twin Otter 300,HP-1267APP,AeroPerlas,10,near Carreto,,,A1
38,17-MAR-2000,Douglas C-47A (DC-3),C-FNTF,Points North Air Services,2,Ennadai Lake...,,,A1
39,17-MAR-2000,Embraer EMB-110P1A Bandeirante,5N-AXM,Skypower Express,0,near Kaduna Airpo...,,,A1
40,17-MAR-2000,Dassault Falcon 900,N814M,BP,0,Hyannis-Barn...,,,A2
41,17-MAR-2000,Airbus A330-202,C-GGWA,Canada 3000,0,Vancouver In...,,,A2
42,19-MAR-2000,Antonov An-26B,UR-26586,"Air Urga, op.for UN",0,Goma Airport...,,,A1
43,21-MAR-2000,Saab 340B,N353SB,American Eagle Airlines,0,Killeen Muni...,,,A1
44,22-MAR-2000,CASA C-212-DE Aviocar 200,TM.12D-73,Spanish AF,7,"near Cubillejo, P...",,,A1
45,22-MAR-2000,IAI 1125 Astra SPX,C-FRJZ,Jetport,0,Fox Harbour ...,,,A2
46,24-MAR-2000,Antonov An-12BK,RA-11302,"Antey, op.for Sky Cabs",6+ 3,near Colombo-Band...,,,A1
47,25-MAR-2000,Antonov An-32B,D2-MAJ,Angolan Government,3,Huambo Airpo...,,,A1
48,26-MAR-2000,Cessna 525 CitationJet,N130MR,private,1,"near Buda, TX",,,A1
49,27-MAR-2000,Boeing 737-75B,D-AGES,"Germania, op.for LTU",0,Berlin-Schön...,,,H2
50,30-MAR-2000,Antonov An-26,UR-79170,"Avialinii AAR, op.for Sri Lanka AF",40,near Anuradhapura...,,,C1
51,??-MAR-2000,Lockheed C-130H Hercules,NAF914,Nigerian AF,0,Lagos-Murtal...,,,A1
52,01-APR-2000,Cessna 208A Caravan 675,LV-ZSR,Taxval,1,near Gualeguaychú...,,,A1
53,02-APR-2000,Boeing 747-2F6B,N534MC,Atlas Air,0,Guayaquil,,,A2
54,05-APR-2000,Learjet 35A,N86BE,Bankair,3,Marianna Mun...,,,A1
55,06-APR-2000,Antonov An-2R,RA-31486,Saransk Flight Unit,0,,,,A1
56,11-APR-2000,Airbus A320-231,F-OHMD,Mexicana,0,Minatitlan A...,,,O1
57,14-APR-2000,SE-210 Caravelle III,9Q-CZZ,D.R. Congo AF,0,Kinshasa-N'D...,,,O1
58,14-APR-2000,Boeing 707-327C,9Q-CGC,Government of Congo,0,Kinshasa-N'D...,,,O1
59,14-APR-2000,Canadair CL-44D4-2,3C-ZPO,"Africargo Airlines, op.for D.R. Congo AF",0,Kinshasa-N'D...,,,O1
60,14-APR-2000,Canadair CL-44D4-2,TN-235,"Africargo Airlines, op.for D.R. Congo AF",0,Kinshasa-N'D...,,,O1
61,14-APR-2000,Antonov An-28,9Q-CZL,Blue Lines,0,Kinshasa-N'D...,,,A1
62,16-APR-2000,Antonov An-2P,RA-33443,ShARZ ROSTO,3,Tomuzlovskoe...,,,A1
63,19-APR-2000,Boeing 737-2H4,RP-C3010,Air Philippines,131,near Davao City-F...,,,A1
64,19-APR-2000,Antonov An-8,TL-ACM,Rwanda AF,24,Pepa,,,A1
65,19-APR-2000,Cessna 208B Grand Caravan,ZS-ONT,"Gallovents Ten, op.for Kivu Air",2,near Bukavu,,,A1
66,22-APR-2000,Avro RJ70,TC-THL,THY,0,Siirt Airpor...,,,A1
67,25-APR-2000,Saab 340B,N404XJ,Northwest Airlink,0,Hancock-Houg...,,,A2
68,25-APR-2000,DC-10-30,N39081,Continental Air Lines,0,Newark Inter...,,,A2
69,27-APR-2000,DC-8-62F,N990CF,Emery Worldwide,0,"Denver, CO",,,A2
70,29-APR-2000,BN-2A-20 Islander,P2-ISA,North Coast Aviation,4,Bapi Airport...,,,A1
71,30-APR-2000,DC-10-30F,N800WR,DAS Air Cargo,0,Entebbe Airp...,,,A1
72,30-APR-2000,Antonov An-2T,YV-1125C,Aerobol,0,Ciudad Bolív...,,,A1
73,02-MAY-2000,Learjet 35A,G-MURI,Northern Executive,2,Lyon Satolas...,,,A1
74,03-MAY-2000,BN-2A-9 Islander,8R-GAC,Trans Guyana Airways,1,near Kurupung Air...,,,A1
75,05-MAY-2000,DHC-6 Twin Otter 300,N241SA,Scenic Airlines,0,Monument Val...,,,A2
76,10-MAY-2000,Rockwell Sabreliner 65,N241H,Price Aircraft Company,6,"near Kaunakakai, HI",,,A1
77,10-MAY-2000,Swearingen SA226-TC Metro II,HP-1364MAM,Mapiex Aero,0,Bocas Del To...,,,A1
78,11-MAY-2000,Airbus A321-231,,EgyptAir,0,Aswan Airpor...,,,H2
79,15-MAY-2000,Airbus A319-114,C-FYJE,Air Canada,0,"near Goderich, ON",,,A2
80,15-MAY-2000,Antonov An-2T,N72KS,Greatland Resource,0,North Pole,,,A1
81,17-MAY-2000,Beech 1900C-1,TR-LFK,Avirex,3,near Moanda Airpo...,,,A1
82,19-MAY-2000,Swearingen SA226-TC Metro II,N235BA,Superior Aviation,0,Denver Inter...,,,A2
83,21-MAY-2000,BAe 3102 Jetstream 31,N16EJ,East Coast Aviation Services,19,near Wilkes-Barre...,,,A1
84,22-MAY-2000,BN-2A Islander,,MAF PNG,0,Erave Airpor...,,,H2
85,22-MAY-2000,MD-11,,Eva Air,0,Taipei-Chian...,,,A2
86,23-MAY-2000,Beech B200 King Air,N24CV,Calico Ventures,0,"near San Diego, C...",,,A1
87,25-MAY-2000,Shorts 330-200,G-SSWN,Streamline Aviation,1,Paris-Charle...,,,A1
88,25-MAY-2000,DC-9-83 (MD-83),F-GHED,Air Liberté,0,Paris-Charle...,,,A2
89,25-MAY-2000,Airbus A330-301,F-OHZ.,Philippine Air Lines,1,near Manila,,,H2
90,02-JUN-2000,GAF Nomad N.22B,N5190Y,Paraclub Moorsele,0,near Leopoldsburg...,,,A2
91,05-JUN-2000,Fokker F-27 Friendship 600,G 524,Ghana Airlink,7,Accra-Kotoka...,,,A1
92,07-JUN-2000,Antonov An-32B,UR-48054,Aviatrans-K Airlines,0,Lima-25 airs...,,,A1
93,07-JUN-2000,Boeing 767-241ER,PP-VNN,Varig,0,São Paulo-Gu...,,,A2
